$$Component_Title,$$Component_Description,$$Component_Type,$$Rule_Id,$$Rule_Description,$Parameter_Id,$Parameter_Description,$Parameter_Value_Alternatives,$Parameter_Value_Default,$$Profile_Source,$$Profile_Description,$$Control_Id_List,Check_Id,Check_Description,$$Namespace
OCP4,OCP4,service,api_server_api_priority_flowschema_catch_all,Ensure that the admission control plugin EventRateLimit is set,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.2.10,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,api_server_admission_control_plugin_AlwaysAdmit,Ensure that the admission control plugin AlwaysAdmit is not set,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.2.11,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,api_server_admission_control_plugin_AlwaysPullImages,Ensure that the admission control plugin AlwaysPullImages is set,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.2.12,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,api_server_admission_control_plugin_SecurityContextDeny,Ensure that the admission control plugin SecurityContextDeny is not set,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.2.13,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,api_server_admission_control_plugin_ServiceAccount,Ensure that the admission control plugin ServiceAccount is set,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.2.14,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,api_server_no_adm_ctrl_plugins_disabled,Ensure that the admission control plugin ServiceAccount is set,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.2.14,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,api_server_admission_control_plugin_NamespaceLifecycle,Ensure that the admission control plugin NamespaceLifecycle is set,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.2.15,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,api_server_admission_control_plugin_Scc,Ensure that the admission control plugin PodSecurityPolicy is set (Automated),,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.2.16,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,api_server_admission_control_plugin_NodeRestriction,Ensure that the admission control plugin NodeRestriction is set (Automated),,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.2.17,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,api_server_insecure_bind_address,Ensure that the --insecure-bind-address argument is not set,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.2.18,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,api_server_insecure_port,Ensure that the --insecure-port argument is set to 0,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.2.19,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,api_server_bind_address,Ensure that the --secure-port argument is not set to 0,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.2.20,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,api_server_profiling_protected_by_rbac,Ensure that the --profiling argument is set to false,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.2.21,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,api_server_audit_log_path,Ensure that the --audit-log-path argument is set,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.2.22,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,openshift_api_server_audit_log_path,Ensure that the --audit-log-path argument is set,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.2.22,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,audit_log_forwarding_enabled,Ensure that the audit logs are forwarded off the cluster for retention,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.2.23,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,api_server_audit_log_maxbackup,Ensure that the --audit-log-maxbackup argument is set to 10 or as appropriate,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.2.24,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,ocp_api_server_audit_log_maxbackup,Ensure that the --audit-log-maxbackup argument is set to 10 or as appropriate,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.2.24,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,api_server_audit_log_maxsize,Ensure that the --audit-log-maxsize argument is set to 100 or as appropriate,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.2.25,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,ocp_api_server_audit_log_maxsize,Ensure that the --audit-log-maxsize argument is set to 100 or as appropriate,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.2.25,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,api_server_request_timeout,Ensure that the --request-timeout argument is set as appropriate,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.2.26,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,api_server_service_account_lookup,Ensure that the --service-account-lookup argument is set to true,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.2.27,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,api_server_service_account_public_key,Ensure that the --service-account-key-file argument is set as appropriate,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.2.28,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,api_server_etcd_cert,Ensure that the --etcd-certfile and --etcd-keyfile arguments are set as appropriate,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.2.29,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,api_server_etcd_key,Ensure that the --etcd-certfile and --etcd-keyfile arguments are set as appropriate,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.2.29,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,api_server_tls_cert,Ensure that the --tls-cert-file and --tls-private-key-file arguments are set as appropriate,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.2.30,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,api_server_tls_private_key,Ensure that the --tls-cert-file and --tls-private-key-file arguments are set as appropriate,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.2.30,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,api_server_client_ca,Ensure that the --client-ca-file argument is set as appropriate,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.2.31,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,api_server_etcd_ca,Ensure that the --etcd-cafile argument is set as appropriate,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.2.32,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,api_server_encryption_provider_config,Ensure that the --encryption-provider-config argument is set as appropriate,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.2.33,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,api_server_encryption_provider_cipher,Ensure that encryption providers are appropriately configured,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.2.34,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,api_server_tls_cipher_suites,Ensure that the API Server only makes use of Strong Cryptographic Ciphers,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.2.35,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,kubelet_eviction_thresholds_set_soft_memory_available,Ensure that garbage collection is configured as appropriate,var_kubelet_eviction_thresholds_set_soft_memory_available,Memory Available for the EvictionSoft threshold to trigger.,{'default': '500Mi'},500Mi,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.3.1,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,kubelet_eviction_thresholds_set_soft_nodefs_available,Ensure that garbage collection is configured as appropriate,var_kubelet_eviction_thresholds_set_soft_nodefs_available,Node FS Available for the EvictionSoft threshold to trigger.,"{'default': '10%', '5pc': '5%', '10pc': '10%', '15pc': '15%', '20pc': '20%'}",10%,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.3.1,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,kubelet_eviction_thresholds_set_soft_nodefs_inodesfree,Ensure that garbage collection is configured as appropriate,var_kubelet_eviction_thresholds_set_soft_nodefs_inodesfree,Node FS inodes Free for the EvictionSoft threshold to trigger.,"{'default': '5%', '5pc': '5%', '10pc': '10%', '15pc': '15%', '20pc': '20%'}",5%,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.3.1,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,kubelet_eviction_thresholds_set_soft_imagefs_available,Ensure that garbage collection is configured as appropriate,var_kubelet_eviction_thresholds_set_soft_imagefs_available,Image FS Available for the EvictionSoft threshold to trigger.,"{'default': '15%', '5pc': '5%', '10pc': '10%', '15pc': '15%', '20pc': '20%'}",15%,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.3.1,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,kubelet_eviction_thresholds_set_soft_imagefs_inodesfree,Ensure that garbage collection is configured as appropriate,var_kubelet_eviction_thresholds_set_soft_imagefs_inodesfree,Image FS inodes Free for the EvictionSoft threshold to trigger.,"{'default': '10%', '5pc': '5%', '10pc': '10%', '15pc': '15%', '20pc': '20%'}",10%,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.3.1,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,kubelet_eviction_thresholds_set_hard_memory_available,Ensure that garbage collection is configured as appropriate,var_kubelet_eviction_thresholds_set_hard_memory_available,Memory Available for the EvictonHard threshold to trigger.,{'default': '200Mi'},200Mi,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.3.1,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,kubelet_eviction_thresholds_set_hard_nodefs_available,Ensure that garbage collection is configured as appropriate,var_kubelet_eviction_thresholds_set_hard_nodefs_available,Node FS Available for the EvictonHard threshold to trigger.,"{'default': '5%', '5pc': '5%', '10pc': '10%', '15pc': '15%', '20pc': '20%'}",5%,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.3.1,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,kubelet_eviction_thresholds_set_hard_nodefs_inodesfree,Ensure that garbage collection is configured as appropriate,var_kubelet_eviction_thresholds_set_hard_nodefs_inodesfree,Node FS inodes Free for the EvictonHard threshold to trigger.,"{'default': '4%', '4pc': '4%', '5pc': '5%', '10pc': '10%', '15pc': '15%', '20pc': '20%'}",4%,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.3.1,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,kubelet_eviction_thresholds_set_hard_imagefs_available,Ensure that garbage collection is configured as appropriate,var_kubelet_eviction_thresholds_set_hard_imagefs_available,Image FS Available for the EvictonHard threshold to trigger.,"{'default': '10%', '5pc': '5%', '10pc': '10%', '15pc': '15%', '20pc': '20%'}",10%,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.3.1,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,kubelet_eviction_thresholds_set_hard_imagefs_inodesfree,Ensure that garbage collection is configured as appropriate,var_kubelet_eviction_thresholds_set_hard_imagefs_inodesfree,Image FS inodes Free for the EvictonHard threshold to trigger.,"{'default': '5%', '5pc': '5%', '10pc': '10%', '15pc': '15%', '20pc': '20%'}",5%,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.3.1,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,rbac_debug_role_protects_pprof,Ensure that controller manager healthz endpoints are protected by RBAC. (Automated),,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.3.2,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,controller_use_service_account,Ensure that the --use-service-account-credentials argument is set to true,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.3.3,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,controller_service_account_private_key,Ensure that the --service-account-private-key-file argument is set as appropriate,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.3.4,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,controller_service_account_ca,Ensure that the --root-ca-file argument is set as appropriate,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.3.5,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,controller_rotate_kubelet_server_certs,Ensure that the RotateKubeletServerCertificate argument is set to true,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.3.6,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,controller_secure_port,Ensure that the --bind-address argument is set to 127.0.0.1,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.3.7,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,controller_insecure_port_disabled,Ensure that the --bind-address argument is set to 127.0.0.1,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.3.7,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,scheduler_no_bind_address,Ensure that the --bind-address argument is set to 127.0.0.1,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-1.4.2,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,etcd_cert_file,Ensure that the --cert-file and --key-file arguments are set as appropriate,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-2.1,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,etcd_key_file,Ensure that the --cert-file and --key-file arguments are set as appropriate,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-2.1,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,etcd_client_cert_auth,Ensure that the --client-cert-auth argument is set to true,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-2.2,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,etcd_auto_tls,Ensure that the --auto-tls argument is not set to true,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-2.3,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,etcd_peer_cert_file,Ensure that the --peer-cert-file and --peer-key-file arguments are set as appropriate,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-2.4,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,etcd_peer_key_file,Ensure that the --peer-cert-file and --peer-key-file arguments are set as appropriate,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-2.4,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,etcd_peer_client_cert_auth,Ensure that the --peer-client-cert-auth argument is set to true,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-2.5,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,etcd_peer_auto_tls,Ensure that the --peer-auto-tls argument is not set to true,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-2.6,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,idp_is_configured,Client certificate authentication should not be used for users,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-3.1.1,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,kubeadmin_removed,Client certificate authentication should not be used for users,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-3.1.1,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,audit_profile_set,Ensure that the audit policy covers key security concerns,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-3.2.2,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,file_permissions_proxy_kubeconfig,If proxy kubeconfig file exists ensure permissions are set to 644 or more restrictive (Automated),,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-4.1.3,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,file_owner_proxy_kubeconfig,If proxy kubeconfig file exists ensure ownership is set to root:root (Manual),,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-4.1.4,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,file_groupowner_proxy_kubeconfig,If proxy kubeconfig file exists ensure ownership is set to root:root (Manual),,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-4.1.4,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,kubelet_anonymous_auth,Ensure that the --anonymous-auth argument is set to false,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-4.2.1,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,kubelet_authorization_mode,Ensure that the --authorization-mode argument is not set to AlwaysAllow,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-4.2.2,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,kubelet_configure_client_ca,Ensure that the --client-ca-file argument is set as appropriate,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-4.2.3,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,kubelet_disable_readonly_port,Ensure that the --read-only-port argument is set to 0,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-4.2.4,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,kubelet_enable_streaming_connections,Ensure that the --streaming-connection-idle-timeout argument is not set to 0,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-4.2.5,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,kubelet_enable_iptables_util_chains,Ensure that the --make-iptables-util-chains argument is set to true,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-4.2.7,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,kubelet_configure_event_creation,Ensure that the --event-qps argument is set to 0 or a level which ensures appropriate event capture,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-4.2.9,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,kubelet_configure_tls_cert,Ensure that the --tls-cert-file and --tls-private-key-file arguments are set as appropriate,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-4.2.10,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,kubelet_configure_tls_cert_pre_4_9,Ensure that the --tls-cert-file and --tls-private-key-file arguments are set as appropriate,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-4.2.10,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,kubelet_configure_tls_key,Ensure that the --tls-cert-file and --tls-private-key-file arguments are set as appropriate,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-4.2.10,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,kubelet_configure_tls_key_pre_4_9,Ensure that the --tls-cert-file and --tls-private-key-file arguments are set as appropriate,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-4.2.10,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,kubelet_enable_client_cert_rotation,Ensure that the --rotate-certificates argument is not set to false,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-4.2.11,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,kubelet_enable_cert_rotation,Ensure that the --rotate-certificates argument is not set to false,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-4.2.11,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,kubelet_enable_server_cert_rotation,Verify that the RotateKubeletServerCertificate argument is set to true,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-4.2.12,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,kubelet_configure_tls_cipher_suites,Ensure that the Kubelet only makes use of Strong Cryptographic Ciphers,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-4.2.13,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,rbac_limit_cluster_admin,Ensure that the cluster-admin role is only used where required,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-5.1.1,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,rbac_limit_secrets_access,Minimize access to secrets (info),,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-5.1.2,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,rbac_wildcard_use,Minimize wildcard use in Roles and ClusterRoles (info),,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-5.1.3,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,rbac_pod_creation_access,Minimize access to create pods (info),,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-5.1.4,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,accounts_unique_service_account,Ensure that default service accounts are not actively used. (info),,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-5.1.5,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,accounts_restrict_service_account_tokens,Ensure that Service Account Tokens are only mounted where necessary (info),,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-5.1.6,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,scc_limit_privileged_containers,Minimize the admission of privileged containers (info),,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-5.2.1,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,scc_limit_process_id_namespace,Minimize the admission of containers wishing to share the host process ID namespace (info),,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-5.2.2,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,scc_limit_ipc_namespace,Minimize the admission of containers wishing to share the host IPC namespace (info),,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-5.2.3,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,scc_limit_network_namespace,Minimize the admission of containers wishing to share the host network namespace (info),,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-5.2.4,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,scc_limit_privilege_escalation,Minimize the admission of containers with allowPrivilegeEscalation (info),,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-5.2.5,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,scc_limit_root_containers,Minimize the admission of root containers (info),,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-5.2.6,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,scc_limit_net_raw_capability,Minimize the admission of containers with the NET_RAW capability (info),,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-5.2.7,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,scc_limit_container_allowed_capabilities,Minimize the admission of containers with added capabilities (info),,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-5.2.8,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,scc_drop_container_capabilities,Minimize the admission of containers with capabilities assigned (info),,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-5.2.9,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,configure_network_policies,Ensure that the CNI in use supports Network Policies (info),,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-5.3.1,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,configure_network_policies_namespaces,Ensure that all Namespaces have Network Policies defined,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-5.3.2,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,secrets_no_environment_variables,Prefer using secrets as files over secrets as environment variables (info),,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-5.4.1,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,secrets_consider_external_storage,Consider external secret storage (info),,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-5.4.2,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,general_configure_imagepolicywebhook,Configure Image Provenance using ImagePolicyWebhook admission controller,,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-5.5.1,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,general_namespaces_in_use,Create administrative boundaries between resources using namespaces (info),,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-5.6.1,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,general_default_seccomp_profile,Ensure Seccomp Profile Pod Definitions (info),,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-5.6.2,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OCP4,OCP4,service,general_apply_scc,Apply Security Context to your Pods and Containers (info),,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-5.6.3,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
